,"county, state",County Lat/long,SIP Order Date
0,"Snohomish County, Washington","48.0074736, -121.7304882",3/23/2020
1,"Cook County, Illinois","41.8197385, -87.756525",3/20/2020
2,"Orange County, California","33.7500378, -117.8704931",3/19/2020
3,"Maricopa County, Arizona","33.34883, -112.49123",3/30/2020
4,"Los Angeles County, California","34.3155072, -118.2096814",3/19/2020
5,"Santa Clara County, California","37.2333253, -121.6846349",3/19/2020
6,"Suffolk County, Massachusetts","42.3544455, -70.9788771",3/23/2020
7,"San Francisco County, California","36.7014631, -118.7559974",3/19/2020
8,"Dane County, Wisconsin","43.0709273, -89.4322174",3/24/2020
9,"San Diego County, California","32.9637838, -116.7706277",3/19/2020
10,"Bexar County, Texas","29.4263987, -98.5104781",3/31/2020
11,"Douglas County, Nebraska","41.2954112, -96.1415672",0/0/0
12,"Humboldt County, California","40.5997415, -123.8997734",3/19/2020
13,"Sacramento County, California","38.4732259, -121.2980707",3/19/2020
14,"Solano County, California","38.2218938, -121.9163555",3/19/2020
15,"Spokane County, Washington","47.5354964, -117.4074674",3/23/2020
16,"Salt Lake County, Utah","40.6632297, -111.9103124",3/27/2020
17,"Marin County, California","38.0409144, -122.6199638",3/19/2020
18,"Napa County, California","38.4898675, -122.3218414",3/19/2020
19,"Sonoma County, California","38.5110803, -122.8473388",3/19/2020
20,"Washington County, Oregon","45.5601883, -123.0587907",3/23/2020
21,"King County, Washington","47.4873376, -121.8622122",3/23/2020
22,"Alameda County, California","37.6090291, -121.899142",3/19/2020
23,"Hillsborough County, Florida","27.9184543, -82.3488057",4/1/2020
24,"Manatee County, Florida","27.5213933, -82.3801566",4/1/2020
25,"New York City County, New York","40.7127281, -74.0060152",3/20/2020
26,"Unknown County, Rhode Island","41.4769259, -71.5200774",3/30/2020
27,"Placer County, California","39.1012064, -120.7650606",3/19/2020
28,"San Mateo County, California","37.496904, -122.3330573",3/19/2020
29,"Fulton County, Georgia","34.0580391, -84.2961283",4/2/2020
30,"Norfolk County, Massachusetts","42.1538607, -71.1828015",3/23/2020
31,"Grafton County, New Hampshire","43.9702453, -71.8742626",3/26/2020
32,"Walla Walla County, Washington","46.2055155, -118.5174284",3/23/2020
33,"Contra Costa County, California","37.9034806, -121.9175345",3/19/2020
34,"Wake County, North Carolina","35.7979355, -78.6118311",3/27/2020
35,"Bergen County, New Jersey","40.9678345, -74.0563254",3/21/2020
36,"Westchester County, New York","41.1763139, -73.7907554",3/20/2020
37,"Fort Bend County, Texas","29.511218, -95.7807348",3/31/2020
38,"Chelan County, Washington","47.8012197, -120.6276904",3/23/2020
39,"Douglas County, Colorado","39.3420437, -104.9468945",3/25/2020
40,"Jefferson County, Colorado","39.5699803, -105.2561919",3/25/2020
41,"Santa Rosa County, Florida","30.6964502, -87.0097524",4/1/2020
42,"Montgomery County, Maryland","39.1406267, -77.2075612",3/30/2020
43,"Middlesex County, Massachusetts","42.485452, -71.3968261",3/23/2020
44,"Clark County, Nevada","36.3467726, -115.0907378",0/0/0
45,"Washoe County, Nevada","40.5849048, -119.6131606",0/0/0
46,"Nassau County, New York","40.7412643, -73.5877699",3/20/2020
47,"Williamson County, Tennessee","35.8772991, -86.8978708",3/30/2020
48,"Harris County, Texas","29.8119769, -95.3741247",3/31/2020
49,"Pinal County, Arizona","32.8085851, -111.4426212",3/30/2020
50,"Yolo County, California","38.7184542, -121.9059001",3/19/2020
51,"Denver County, Colorado","39.7348381, -104.9653271",3/25/2020
52,"Eagle County, Colorado","39.6161124, -106.7172844",3/25/2020
53,"El Paso County, Colorado","38.8287435, -104.5253456",3/25/2020
54,"Broward County, Florida","26.1598074, -80.4623642",4/1/2020
55,"Lee County, Florida","26.5999265, -81.8823135",4/1/2020
56,"Polk County, Georgia","33.9981581, -85.1567475",4/2/2020
57,"Honolulu County, Hawaii","21.468151, -157.960511",3/23/2020
58,"Marion County, Indiana","39.7810289, -86.1365457",3/23/2020
59,"Fayette County, Kentucky","38.0280648, -84.4722444",3/22/2020
60,"Ramsey County, Minnesota","45.0165728, -93.0949501",3/25/2020
61,"Camden County, New Jersey","39.8014709, -74.968553",3/21/2020
62,"Rockland County, New York","41.1519319, -74.0357266",3/20/2020
63,"Chatham County, North Carolina","35.7151316, -79.2533035",3/27/2020
64,"Tulsa County, Oklahoma","36.1012145, -95.9250506",4/1/2020
65,"Delaware County, Pennsylvania","39.9194117, -75.4001639",4/1/2020
66,"Wayne County, Pennsylvania","41.6264414, -75.3045103",4/1/2020
67,"Charleston County, South Carolina","32.8152646, -79.7996814",4/6/2020
68,"Kershaw County, South Carolina","34.3334398, -80.5669895",4/6/2020
69,"Davis County, Utah","41.0263758, -112.1197426",3/27/2020
70,"Washington County, Utah","37.2393471, -113.525776",3/27/2020
71,"Clark County, Washington","45.7669047, -122.4940866",3/23/2020
72,"Jefferson County, Washington","47.7325289, -123.6328565",3/23/2020
73,"Pierce County, Washington","47.0022547, -122.2117983",3/23/2020
74,"Fresno County, California","36.6713502, -119.8155355",3/19/2020
75,"Madera County, California","37.1716264, -119.7737991",3/19/2020
76,"Riverside County, California","33.7219991, -116.0372472",3/19/2020
77,"Santa Cruz County, California","37.050096, -121.9905908",3/19/2020
78,"District of Columbia County, District of Columbia","38.90651435, -77.03737669188929",3/30/2020
79,"Charlotte County, Florida","26.9013269, -81.9156799",4/1/2020
80,"Okaloosa County, Florida","30.6765961, -86.6037748",4/1/2020
81,"Volusia County, Florida","29.0533409, -81.1310761",4/1/2020
82,"Cobb County, Georgia","33.9373948, -84.5732006",4/2/2020
83,"Gwinnett County, Georgia","33.9566869, -84.0227467",4/2/2020
84,"Johnson County, Kansas","38.8837933, -94.8389141",3/28/2020
85,"Berkshire County, Massachusetts","42.3999954, -73.2322639",3/23/2020
86,"St. Louis County, Missouri","38.6398744, -90.51881277501238",4/3/2020
87,"Rockingham County, New Hampshire","42.9966675, -71.1003143",3/26/2020
88,"Saratoga County, New York","43.0833231, -73.8712155",3/20/2020
89,"Jackson County, Oregon","42.398015, -122.7540948",3/23/2020
90,"Klamath County, Oregon","42.6052565, -121.739544",3/23/2020
91,"Montgomery County, Pennsylvania","40.2154361, -75.3702305",4/1/2020
92,"Bennington County, Vermont","43.0125713, -73.1473048",3/24/2020
93,"Fairfax County, Virginia","38.8156356, -77.2836849",3/30/2020
94,"Kittitas County, Washington","47.1057471, -120.5849305",3/23/2020
95,"Fairfield County, Connecticut","41.2943069, -73.37486",3/20/2020
96,"Cherokee County, Georgia","34.2391265, -84.4720272",4/2/2020
97,"Hendricks County, Indiana","39.7565309, -86.5173641",3/23/2020
98,"Johnson County, Iowa","41.6861834, -91.6061124",0/0/0
99,"Harrison County, Kentucky","38.4355948, -84.3216412",3/22/2020
100,"Jefferson County, Kentucky","38.1787175, -85.664528",3/22/2020
101,"Harford County, Maryland","39.548545, -76.3048991",3/30/2020
102,"Worcester County, Massachusetts","42.3680019, -71.9220228",3/23/2020
103,"Carver County, Minnesota","44.807118, -93.7871792",3/25/2020
104,"Passaic County, New Jersey","41.0461864, -74.3177933",3/21/2020
105,"Suffolk County, New York","40.8832318, -72.8578027",3/20/2020
106,"Ulster County, New York","41.8689317, -74.2618518",3/20/2020
107,"Douglas County, Oregon","43.1922115, -123.1135963",3/23/2020
108,"Marion County, Oregon","44.8964425, -122.7203248",3/23/2020
109,"Spartanburg County, South Carolina","34.937029, -81.9955954",4/6/2020
110,"Davidson County, Tennessee","36.189724, -86.7857862",3/30/2020
111,"Shelby County, Tennessee","35.1782557, -89.8739775",3/30/2020
112,"Kitsap County, Washington","47.594502, -122.6474421",3/23/2020
113,"Pima County, Arizona","32.1112624, -111.6546163",3/30/2020
114,"Shasta County, California","40.7965121, -121.9979194",3/19/2020
115,"Arapahoe County, Colorado","39.6416781, -104.3628567",3/25/2020
116,"Larimer County, Colorado","40.6810174, -105.4726907",3/25/2020
117,"DeKalb County, Georgia","33.7575613, -84.2186508",4/2/2020
118,"Fayette County, Georgia","33.3899269, -84.4953763",4/2/2020
119,"Floyd County, Georgia","34.2421984, -85.2229248",4/2/2020
120,"Noble County, Indiana","41.3990708, -85.4193348",3/23/2020
121,"Pottawattamie County, Iowa","41.3115686, -95.5331269",0/0/0
122,"Jefferson County, Louisiana","30.5565392, -83.8722838",3/22/2020
123,"Prince George's County, Maryland","38.803929, -76.8518695",3/30/2020
124,"Hudson County, New Jersey","40.7381635, -74.0550731",3/21/2020
125,"Monmouth County, New Jersey","40.2932319, -74.1671114",3/21/2020
126,"Union County, New Jersey","40.6652251, -74.3045277",3/21/2020
127,"Cuyahoga County, Ohio","41.4301347, -81.6905558",3/22/2020
128,"Monroe County, Pennsylvania","41.0400423, -75.3249475",4/1/2020
129,"Collin County, Texas","33.1609629, -96.6060984",3/31/2020
130,"Virginia Beach city County, Virginia","36.5943204, -75.8876014",3/30/2020
131,"Pierce County, Wisconsin","44.7186568, -92.3786114",3/24/2020
132,"San Joaquin County, California","37.9372901, -121.2773719",3/19/2020
133,"Ventura County, California","34.4458248, -119.0779359",3/19/2020
134,"Gunnison County, Colorado","38.6476702, -107.0603126",3/25/2020
135,"Alachua County, Florida","29.675568, -82.3640109",4/1/2020
136,"Collier County, Florida","26.087964, -81.3794941",4/1/2020
137,"Nassau County, Florida","30.6624329, -81.7707334",4/1/2020
138,"Pasco County, Florida","28.2996183, -82.4522702",4/1/2020
139,"Pinellas County, Florida","27.8778904, -82.7329309",4/1/2020
140,"Charlton County, Georgia","30.8775388, -82.1185847",4/2/2020
141,"Kane County, Illinois","41.923434, -88.4248315",3/20/2020
142,"McHenry County, Illinois","42.3294391, -88.4605713",3/20/2020
143,"Adams County, Indiana","40.7371667, -84.9347295",3/23/2020
144,"Boone County, Indiana","40.0459913, -86.4650842",3/23/2020
145,"Orleans County, Louisiana","29.9510489, -90.08230762538903",3/22/2020
146,"Essex County, Massachusetts","42.6762973, -70.9486776",3/23/2020
147,"Oakland County, Michigan","42.6618842, -83.3804439",3/23/2020
148,"Wayne County, Michigan","42.2682408, -83.2844172",3/23/2020
149,"Anoka County, Minnesota","45.2710195, -93.2827625",3/25/2020
150,"Burlington County, New Jersey","39.9325409, -74.7226665",3/21/2020
151,"Multnomah County, Oregon","45.5093799, -122.4006413",3/23/2020
152,"Philadelphia County, Pennsylvania","40.0114538, -75.1326504",4/1/2020
153,"Beadle County, South Dakota","44.4157764, -98.2751583",3/23/2020
154,"Charles Mix County, South Dakota","43.2257871, -98.6162758",3/23/2020
155,"Davison County, South Dakota","43.6660467, -98.1383168",3/23/2020
156,"Minnehaha County, South Dakota","43.6680284, -96.7837626",3/23/2020
157,"Sullivan County, Tennessee","36.4966673, -82.286903",3/30/2020
158,"Dallas County, Texas","32.7620405, -96.7790069",3/31/2020
159,"Montgomery County, Texas","30.301949, -95.5065944",3/31/2020
160,"Tarrant County, Texas","32.7513658, -97.335696",3/31/2020
161,"Weber County, Utah","41.2728039, -111.8860648",3/27/2020
162,"Loudoun County, Virginia","39.0984586, -77.6705008",3/30/2020
163,"Skagit County, Washington","48.4596092, -121.7332784",3/23/2020
164,"Whatcom County, Washington","48.8107819, -121.8828175",3/23/2020
165,"Jefferson County, Arkansas","34.2711667, -91.9248307",0/0/0
166,"Stanislaus County, California","37.5500871, -121.0501425",3/19/2020
167,"Pitkin County, Colorado","39.2037774, -106.8695332",3/25/2020
168,"New Castle County, Delaware","39.6159851, -75.662956",3/22/2020
169,"Miami-Dade County, Florida","25.6364246, -80.4989467",4/1/2020
170,"St. Johns County, Florida","29.9032284, -81.4145468",4/1/2020
171,"Bartow County, Georgia","34.2394683, -84.8406984",4/2/2020
172,"Lee County, Georgia","31.7620158, -84.1346212",4/2/2020
173,"Lowndes County, Georgia","30.8195619, -83.2628255",4/2/2020
174,"Lake County, Illinois","42.3327033, -87.9939552",3/20/2020
175,"Howard County, Indiana","40.4787061, -86.1350343",3/23/2020
176,"Johnson County, Indiana","39.4891804, -86.1079903",3/23/2020
177,"St. Joseph County, Indiana","41.5941578, -86.2787334",3/23/2020
178,"Caddo County, Louisiana","32.514349, -93.754477",3/22/2020
179,"Baltimore County, Maryland","39.4445243, -76.6483482",3/30/2020
180,"Olmsted County, Minnesota","43.999812, -92.3765614",3/25/2020
181,"Forrest County, Mississippi","31.1540772, -89.2398601",4/1/2020
182,"Middlesex County, New Jersey","40.4279708, -74.3963102",3/21/2020
183,"Bernalillo County, New Mexico","35.0349239, -106.6870693",3/23/2020
184,"Santa Fe County, New Mexico","35.4859674, -106.0135507",3/23/2020
185,"Socorro County, New Mexico","33.9904719, -106.9220832",3/23/2020
186,"Monroe County, New York","43.150094, -77.6810141",3/20/2020
187,"Ward County, North Dakota","48.2488309, -101.6242607",0/0/0
188,"Stark County, Ohio","40.7214654, -81.4399734",3/22/2020
189,"Deschutes County, Oregon","43.8194838, -121.1669662",3/23/2020
190,"Linn County, Oregon","44.4968904, -122.5485977",3/23/2020
191,"Polk County, Oregon","44.879673, -123.4599594",3/23/2020
192,"Umatilla County, Oregon","45.6416995, -118.7671122",3/23/2020
193,"Bucks County, Pennsylvania","40.3451668, -75.1263909",4/1/2020
194,"Lancaster County, South Carolina","34.6628067, -80.700546",4/6/2020
195,"Bon Homme County, South Dakota","43.0067408, -97.8721324",3/23/2020
196,"Gregg County, Texas","32.4492408, -94.8532848",3/31/2020
197,"Chittenden County, Vermont","44.4531756, -73.0673673",3/24/2020
198,"Arlington County, Virginia","38.8769326, -77.0893094",3/30/2020
199,"Island County, Washington","48.2162669, -122.6842402",3/23/2020
200,"Thurston County, Washington","46.9319983, -122.8855155",3/23/2020
201,"Fond du Lac County, Wisconsin","43.7533414, -88.4493796",3/24/2020
202,"Waukesha County, Wisconsin","43.0622536, -88.3123889",3/24/2020
203,"Sheridan County, Wyoming","44.7947537, -106.8222688",0/0/0
204,"Anchorage County, Alaska","61.2163129, -149.8948523",3/27/2020
205,"Pulaski County, Arkansas","34.7550166, -92.3003472",0/0/0
206,"Tulare County, California","36.2516475, -118.852583",3/19/2020
207,"Adams County, Colorado","39.8714085, -104.2701374",3/25/2020
208,"Litchfield County, Connecticut","41.767249, -73.2543049",3/20/2020
209,"Clay County, Florida","29.9766524, -81.8470596",4/1/2020
210,"Duval County, Florida","30.3540073, -81.6632109",4/1/2020
211,"Palm Beach County, Florida","26.6279798, -80.4494174",4/1/2020
212,"Sarasota County, Florida","27.1813609, -82.3609195",4/1/2020
213,"Seminole County, Florida","28.7225829, -81.2353683",4/1/2020
214,"Carroll County, Iowa","42.0193628, -94.860335",0/0/0
215,"Wyandotte County, Kansas","39.1090458, -94.767624",3/28/2020
216,"Montgomery County, Kentucky","38.0372304, -83.9152368",3/22/2020
217,"Androscoggin County, Maine","44.1402839, -70.196395",3/31/2020
218,"Ingham County, Michigan","42.5860505, -84.3800841",3/23/2020
219,"Kent County, Michigan","43.0024013, -85.5502718",3/23/2020
220,"Montcalm County, Michigan","43.3055418, -85.112198",3/23/2020
221,"St. Clair County, Michigan","42.9426715, -82.6283554",3/23/2020
222,"Washtenaw County, Michigan","42.2582044, -83.8440853",3/23/2020
223,"Dakota County, Minnesota","44.666655, -93.044911",3/25/2020
224,"Hennepin County, Minnesota","45.0257232, -93.4865052",3/25/2020
225,"Stearns County, Minnesota","45.535326, -94.6139422",3/25/2020
226,"Greene County, Missouri","37.2671929, -93.3465486",4/3/2020
227,"Cass County, Nebraska","40.9017313, -96.1922102",0/0/0
228,"Carson City County, Nevada","39.1649125, -119.7666496",0/0/0
229,"Unknown County, New Jersey","38.234482, -104.460893",3/21/2020
230,"Essex County, New Jersey","40.7913922, -74.2479444",3/21/2020
231,"Morris County, New Jersey","40.8679538, -74.5601181",3/21/2020
232,"Albany County, New York","42.5986896, -73.9843997",3/20/2020
233,"Delaware County, New York","42.194917, -75.0016302",3/20/2020
234,"Dutchess County, New York","41.7194303, -73.7516205",3/20/2020
235,"Herkimer County, New York","43.4911326, -74.9481252",3/20/2020
236,"Orange County, New York","41.3873306, -74.2507287",3/20/2020
237,"Cabarrus County, North Carolina","35.4045503, -80.564371",3/27/2020
238,"Forsyth County, North Carolina","36.1476399, -80.2415712",3/27/2020
239,"Johnston County, North Carolina","35.5285816, -78.3768021",3/27/2020
240,"Mecklenburg County, North Carolina","35.2356385, -80.8139485",3/27/2020
241,"Onslow County, North Carolina","34.7952348, -77.4215828",3/27/2020
242,"Trumbull County, Ohio","41.3068487, -80.7661017",3/22/2020
243,"Clackamas County, Oregon","45.1608821, -122.2305038",3/23/2020
244,"Northampton County, Pennsylvania","40.7451356, -75.3289302",4/1/2020
245,"Pike County, Pennsylvania","41.340546, -75.008326",4/1/2020
246,"Knox County, Tennessee","35.9859998, -83.9375598",3/30/2020
247,"Hanover County, Virginia","37.744783, -77.4464165",3/30/2020
248,"James City County, Virginia","37.3211485, -76.7972515",3/30/2020
249,"Prince Edward County, Virginia","37.2293293, -78.4628573",3/30/2020
250,"Prince William County, Virginia","38.7389846, -77.5536743",3/30/2020
251,"Alexandria city County, Virginia","38.8051095, -77.0470229",3/30/2020
252,"Columbia County, Washington","46.2947665, -117.9174697",3/23/2020
253,"Grays Harbor County, Washington","47.1744169, -123.8658829",3/23/2020
254,"Yakima County, Washington","46.4135961, -120.730253",3/23/2020
255,"Elmore County, Alabama","32.5801231, -86.125195",4/3/2020
256,"Jefferson County, Alabama","33.5228184, -86.9164513",4/3/2020
257,"Limestone County, Alabama","34.8342463, -86.9901321",4/3/2020
258,"Montgomery County, Alabama","32.1672192, -86.1999118",4/3/2020
259,"Tuscaloosa County, Alabama","33.2668398, -87.4862182",4/3/2020
260,"San Benito County, California","36.6248089, -121.1177379",3/19/2020
261,"Clear Creek County, Colorado","39.6754591, -105.6435349",3/25/2020
262,"Pueblo County, Colorado","38.187635, -104.5350145",3/25/2020
263,"Routt County, Colorado","40.4514373, -106.9724072",3/25/2020
264,"Summit County, Colorado","39.6070951, -106.0636654",3/25/2020
265,"Weld County, Colorado","40.5632344, -104.4835287",3/25/2020
266,"Orange County, Florida","28.5421109, -81.3790304",4/1/2020
267,"Osceola County, Florida","28.0443842, -81.1437541",4/1/2020
268,"Gordon County, Georgia","34.5019651, -84.8986308",4/2/2020
269,"Henry County, Georgia","33.4519942, -84.1367771",4/2/2020
270,"Ada County, Idaho","43.4136539, -116.2367421",3/25/2020
271,"Harrison County, Iowa","41.6659155, -95.7976315",0/0/0
272,"Butler County, Kansas","37.77924, -96.8456342",3/28/2020
273,"St. Charles County, Louisiana","29.8883177, -90.3794968",3/22/2020
274,"St. Tammany County, Louisiana","30.4243909, -89.9730381",3/22/2020
275,"Terrebonne County, Louisiana","29.4616211, -90.8705871",3/22/2020
276,"Cumberland County, Maine","43.8506432, -70.4001498",3/31/2020
277,"Anne Arundel County, Maryland","38.9722583, -76.573454",3/30/2020
278,"Charles County, Maryland","38.4991611, -77.027847",3/30/2020
279,"Bay County, Michigan","43.6957567, -83.9402747",3/23/2020
280,"Charlevoix County, Michigan","45.202075, -84.9676387",3/23/2020
281,"Leelanau County, Michigan","44.8878795, -85.8119919",3/23/2020
282,"Macomb County, Michigan","42.6741189, -82.902901",3/23/2020
283,"Wright County, Minnesota","45.1489061, -93.9639196",3/25/2020
284,"Copiah County, Mississippi","31.8563532, -90.4798717",4/1/2020
285,"Leflore County, Mississippi","33.5244154, -90.288095",4/1/2020
286,"Pearl River County, Mississippi","30.7761973, -89.5984726",4/1/2020
287,"Henry County, Missouri","38.3791027, -93.8066565",4/3/2020
288,"Gallatin County, Montana","45.4868491, -111.1967693",3/26/2020
289,"Lewis and Clark County, Montana","47.2117026, -112.4768049",3/26/2020
290,"Silver Bow County, Montana","45.9009106, -112.6788845",3/26/2020
291,"Yellowstone County, Montana","45.9645464, -108.276076",3/26/2020
292,"Ocean County, New Jersey","39.977818, -74.3319287",3/21/2020
293,"Schenectady County, New York","42.831851, -74.04453876882181",3/20/2020
294,"Wayne County, North Carolina","35.3546293, -78.0149444",3/27/2020
295,"Oklahoma County, Oklahoma","35.5533328, -97.4367741",4/1/2020
296,"Chester County, Pennsylvania","39.9829308, -75.7652424",4/1/2020
297,"Cumberland County, Pennsylvania","40.1541581, -77.2803933",4/1/2020
298,"Washington County, Pennsylvania","40.1943798, -80.2541251",4/1/2020
299,"Unknown County, Puerto Rico","37.6926863, -108.031502",3/15/2020
300,"McCook County, South Dakota","43.6719795, -97.37153",3/23/2020
301,"Hamilton County, Tennessee","35.1755638, -85.1940792",3/30/2020
302,"Jefferson County, Tennessee","36.040946, -83.4596349",3/30/2020
303,"Rutherford County, Tennessee","35.855716, -86.4209219",3/30/2020
304,"Bell County, Texas","31.0081659, -97.4314413",3/31/2020
305,"El Paso County, Texas","31.8072184, -106.2230394",3/31/2020
306,"Galveston County, Texas","29.3872254, -94.992736",3/31/2020
307,"Smith County, Texas","32.3402898, -95.2563971",3/31/2020
308,"Travis County, Texas","30.2878569, -97.7561392",3/31/2020
309,"Harrisonburg city County, Virginia","0, 0",3/30/2020
310,"Grant County, Washington","47.119015, -119.4904332",3/23/2020
311,"Milwaukee County, Wisconsin","43.018032500000004, -87.97408733038324",3/24/2020
312,"Racine County, Wisconsin","42.729386, -88.04298063721984",3/24/2020
313,"Sheboygan County, Wisconsin","43.7128967, -87.9370433",3/24/2020
314,"Fremont County, Wyoming","43.0293336, -108.5772551",0/0/0
315,"Baldwin County, Alabama","30.5677527, -87.7324392",4/3/2020
316,"Graham County, Arizona","32.8397096, -109.8685752",3/30/2020
317,"San Luis Obispo County, California","35.3540209, -120.3757163",3/19/2020
318,"Boulder County, Colorado","40.102555, -105.3632079",3/25/2020
319,"Mesa County, Colorado","39.0589084, -108.565996",3/25/2020
320,"Hartford County, Connecticut","41.7923478, -72.722324",3/20/2020
321,"New Haven County, Connecticut","41.4082, -72.9330283",3/20/2020
322,"Coweta County, Georgia","33.3500656, -84.7545734",4/2/2020
323,"Kauai County, Hawaii","22.0557204, -159.4945109",3/23/2020
324,"Blaine County, Idaho","43.3336455, -113.8808311",3/25/2020
325,"Teton County, Idaho","43.7647107, -111.2081469",3/25/2020
326,"Cumberland County, Illinois","39.2744299, -88.2423795",3/20/2020
327,"DuPage County, Illinois","41.8603735, -88.0906873",3/20/2020
328,"St. Clair County, Illinois","38.4616972, -89.9324347",3/20/2020
329,"Sangamon County, Illinois","39.7623668, -89.6454905",3/20/2020
330,"Woodford County, Illinois","40.8145359, -89.2074215",3/20/2020
331,"LaPorte County, Indiana","41.5718945, -86.7490124",3/23/2020
332,"Wells County, Indiana","40.7013353, -85.2116102",3/23/2020
333,"Dallas County, Iowa","41.6744179, -94.0394437",0/0/0
334,"Franklin County, Kansas","38.5720008, -95.3184483",3/28/2020
335,"Bourbon County, Kentucky","38.1944867, -84.2046611",3/22/2020
336,"Nelson County, Kentucky","37.8078463, -85.4741595",3/22/2020
337,"Bossier County, Louisiana","32.6676663, -93.5959786",3/22/2020
338,"Lafourche County, Louisiana","29.5820155, -90.3964889",3/22/2020
339,"St. John the Baptist County, Louisiana","30.1141748, -90.5276838",3/22/2020
340,"Carroll County, Maryland","39.5685399, -77.026707",3/30/2020
341,"Barnstable County, Massachusetts","41.6718684, -70.3499234",3/23/2020
342,"Bristol County, Massachusetts","41.7425538, -71.0856545",3/23/2020
343,"Monroe County, Michigan","41.9153358, -83.5135665",3/23/2020
344,"Renville County, Minnesota","44.7242874, -94.9084771",3/25/2020
345,"Missoula County, Montana","46.9653891, -113.9232612",3/26/2020
346,"Mercer County, New Jersey","40.2807177, -74.7033717",3/21/2020
347,"Sandoval County, New Mexico","35.5910806, -106.8472167",3/23/2020
348,"Broome County, New York","42.1455623, -75.8404114",3/20/2020
349,"Tioga County, New York","42.1333395, -76.3309339",3/20/2020
350,"Tompkins County, New York","42.443114, -76.47259209120807",3/20/2020
351,"Brunswick County, North Carolina","34.0718195, -78.1914215",3/27/2020
352,"Craven County, North Carolina","35.0808574, -77.0439978",3/27/2020
353,"Harnett County, North Carolina","35.388093, -78.8624963",3/27/2020
354,"Belmont County, Ohio","40.0057737, -81.0097516",3/22/2020
355,"Butler County, Ohio","39.4233043, -84.5936897",3/22/2020
356,"Franklin County, Ohio","40.0283162, -83.0076657",3/22/2020
357,"Lorain County, Ohio","41.2633554, -82.1734746",3/22/2020
358,"Summit County, Ohio","41.1457902, -81.5333603",3/22/2020
359,"Tuscarawas County, Ohio","40.3759469, -81.464888",3/22/2020
360,"Jackson County, Oklahoma","34.5976018, -99.4370196",4/1/2020
361,"Allegheny County, Pennsylvania","40.4597204, -79.9760405",4/1/2020
